employee_id,meeting_hours,meeting_count,after_hours_work_hours,focus_hours,workday_span_hours
80,3.88,8,1.53,2.85,9.07
81,4.05,6,0.23,3.76,11.31
82,5.36,9,1.27,1.74,11.25
83,4.53,3,1.22,1.62,11.01
84,2.5,11,0.27,4.06,9.14
85,1.72,6,2.33,2.3,10.67
86,5.04,9,1.76,4.22,10.38
87,5.43,12,0.35,2.29,6.09
88,4.82,10,0.74,2.35,8.94
89,5.66,2,1.72,4.7,8.46
90,5.36,3,2.52,4.55,7.65
91,3.7,3,1.96,2.78,10.36
92,3.59,2,2.73,2.11,7.17
93,1.37,9,1.65,2.04,7.82
94,4.03,3,2.84,2.3,8.0
95,5.88,6,0.83,3.74,11.06
96,2.7,10,1.45,4.05,9.68
97,5.62,6,0.77,4.98,6.92
98,2.53,5,1.17,3.81,6.3
99,4.92,7,1.56,4.67,11.83
100,1.28,6,0.48,4.01,8.24
101,4.9,11,0.18,2.79,9.78
102,1.42,11,1.6,1.2,8.08
103,5.57,3,1.81,1.98,7.42
104,2.24,3,2.05,2.03,6.57
105,5.74,6,2.39,4.36,7.08
106,5.11,4,1.07,1.97,11.24
107,2.81,2,1.03,3.41,6.18
108,3.16,9,2.58,4.77,11.18
109,5.04,7,0.31,1.57,9.08
110,4.49,8,0.92,3.82,7.85
111,5.79,4,2.55,3.69,9.93
112,4.88,2,2.16,1.11,7.72
113,1.32,9,1.5,1.18,11.87
114,3.74,5,2.64,3.49,7.64
115,5.68,11,2.42,3.17,9.22
116,4.84,4,1.14,2.66,11.35
117,3.57,10,0.25,2.23,6.68
118,3.64,5,2.95,2.1,7.04
119,5.98,9,1.56,3.3,7.58
120,2.7,3,1.62,2.16,6.81
121,1.97,12,2.59,1.88,7.72
122,2.76,3,0.3,4.99,7.93
123,1.52,5,2.31,1.94,8.57
124,2.91,7,1.31,3.0,7.15
125,3.55,7,1.08,4.08,9.52
126,4.65,3,1.54,4.27,9.51
127,5.61,8,1.94,2.54,9.36
128,1.75,4,0.99,2.11,8.2
129,4.12,2,2.07,4.52,11.76
130,1.67,6,2.63,2.93,6.58
131,4.12,6,0.18,2.59,9.51
132,1.06,5,1.39,2.01,7.23
133,3.82,9,1.75,2.95,7.71
134,4.29,11,2.14,3.13,6.09
135,2.42,8,1.15,1.25,8.18
136,5.85,4,0.19,3.34,7.73
137,3.2,12,0.82,3.84,11.16
138,3.08,9,0.1,3.72,9.76
139,3.77,5,0.82,3.1,11.17
140,2.17,5,0.49,4.67,7.32
141,1.79,7,2.03,4.18,6.68
142,5.5,11,0.51,2.31,10.22
143,5.26,6,0.5,1.31,6.96
144,3.59,7,1.13,2.14,7.96
145,2.38,11,2.78,1.88,10.56
146,3.33,6,2.41,1.56,6.71
147,2.79,9,0.37,3.08,10.9
148,2.32,2,1.42,3.73,6.73
149,3.36,10,2.06,1.37,10.17
150,5.92,7,1.01,4.07,7.69
151,2.49,7,0.88,1.96,6.12
152,3.51,8,1.9,2.66,8.52
153,1.94,8,1.78,1.79,11.13
154,2.26,9,2.38,4.96,8.1
155,1.78,9,0.71,4.89,8.4
156,2.93,12,2.26,3.52,6.56
157,3.22,7,2.73,3.61,11.79
158,5.09,11,0.05,4.03,11.19
159,4.08,3,1.23,1.81,6.33
160,4.25,8,0.13,4.35,8.75
161,5.64,11,2.61,4.55,11.66
162,5.06,5,1.83,4.34,7.27
163,3.35,10,2.9,4.38,8.14
164,2.24,10,0.55,3.25,10.14
165,4.29,9,0.71,4.2,6.26
166,1.89,7,0.3,3.91,9.88
167,2.91,2,2.33,1.5,7.75
168,3.21,3,1.27,4.59,8.04
169,5.1,8,0.84,4.77,11.63
170,5.46,9,2.01,2.63,11.02
171,3.86,6,0.94,1.57,6.45
172,1.34,2,0.18,2.41,8.37
173,3.68,2,0.53,1.02,6.47
174,1.74,5,2.01,2.81,8.07
175,2.65,10,2.56,2.19,10.22
176,1.39,8,2.92,4.2,7.14
177,1.63,9,2.57,2.24,9.96
178,2.39,7,1.13,3.24,8.47
179,5.4,10,0.1,4.09,6.06
180,1.72,2,2.32,1.83,8.37
181,4.22,12,1.59,3.97,9.26
182,2.32,10,1.7,3.11,9.2
183,4.66,12,0.95,1.99,9.81
184,5.27,2,2.1,3.53,7.28
185,1.37,12,0.2,3.41,8.67
186,5.97,10,1.83,3.43,10.9
187,1.54,11,0.21,1.8,10.96
188,3.97,8,2.91,4.17,6.93
189,4.3,9,1.19,1.83,7.93
190,4.05,6,1.46,3.02,8.99
191,4.11,8,1.31,2.08,9.9
192,1.51,2,1.09,4.21,9.16
193,2.23,8,2.45,1.4,9.24
194,5.63,2,1.49,2.07,8.46
195,5.66,12,1.73,3.67,7.71
196,2.98,7,2.34,4.54,6.29
197,4.69,5,0.97,1.22,7.12
198,5.79,12,2.9,4.97,11.21
199,3.34,7,1.85,1.29,6.45
200,3.03,12,2.45,2.53,10.68
201,2.95,7,2.39,3.06,8.27
202,3.77,3,1.83,2.28,11.36
203,2.23,10,0.08,2.86,7.94
204,1.37,6,2.94,3.59,6.69
205,4.32,9,0.81,1.06,8.35
206,3.44,12,2.08,2.77,7.31
207,5.17,10,1.81,1.97,11.99
208,4.14,6,1.22,2.09,7.88
209,5.96,2,0.43,4.71,10.26
210,5.04,2,0.35,4.7,9.76
211,3.52,9,0.63,1.14,10.02
212,1.93,2,2.68,4.13,11.35
213,3.91,4,0.96,1.62,9.35
214,5.9,8,2.27,3.42,11.34
215,1.3,4,0.94,2.19,9.14
216,3.37,6,1.47,2.9,7.8
217,3.51,6,2.55,3.84,6.78
218,3.45,4,1.24,4.63,9.4
219,2.87,8,0.12,2.45,9.04
220,5.49,3,1.35,2.37,8.54
221,5.95,5,2.25,4.14,11.3
222,1.09,3,0.97,2.57,8.68
223,4.38,11,0.57,2.1,8.36
224,4.1,4,1.92,1.53,11.04
225,3.05,5,0.86,4.7,9.76
226,1.98,12,0.24,3.28,10.18
227,4.67,3,2.0,4.3,7.37
228,3.05,8,1.9,1.53,7.61
229,2.14,10,1.89,4.96,8.83
230,5.82,6,2.29,4.15,9.85
231,1.17,9,2.36,2.95,6.85
232,2.85,6,1.95,1.64,7.17
233,4.43,6,0.49,1.96,8.41
234,1.34,12,1.07,4.94,9.77
235,3.79,6,1.92,2.92,8.95
236,2.6,9,1.62,4.45,6.97
237,5.34,12,0.81,4.09,6.89
238,4.14,7,0.06,3.17,6.5
239,4.91,8,2.82,4.43,7.75
240,3.43,8,1.69,3.38,9.4
241,4.19,11,2.31,3.61,6.76
242,3.55,2,0.16,1.56,11.66
243,3.45,7,0.75,3.54,7.12
244,6.0,11,0.26,1.87,11.24
245,1.44,3,1.51,4.78,7.5
246,2.01,6,2.79,2.09,8.76
247,1.01,10,1.21,1.64,7.82
248,3.87,2,1.88,4.75,7.95
249,2.39,2,2.53,2.71,7.25
250,3.25,10,2.02,4.49,8.48
251,3.24,9,1.11,1.9,8.57
252,3.41,7,1.45,3.59,6.71
253,2.96,12,0.33,1.41,7.72
254,3.14,11,2.88,2.07,9.98
255,2.7,2,0.13,2.82,11.43
256,4.44,10,1.47,1.34,9.66
257,4.59,4,2.83,1.9,6.29
258,1.16,3,0.87,4.24,8.68
259,5.6,9,0.91,4.53,11.04
260,2.51,5,1.69,3.12,8.6
261,5.35,11,0.51,3.48,7.55
262,3.96,7,1.81,2.91,7.37
263,1.51,3,0.98,3.72,7.78
264,1.86,7,1.85,2.04,8.26
265,4.12,11,0.23,2.19,7.33
266,4.37,6,1.94,2.51,10.58
267,3.99,6,0.67,3.73,9.84
268,5.46,6,1.51,4.23,10.92
269,2.38,5,0.2,4.87,6.16
270,3.72,4,1.39,1.64,7.32
271,2.1,11,0.84,4.82,11.13
272,4.64,6,1.45,2.53,8.65
273,1.39,10,0.19,1.56,11.13
274,1.06,11,2.29,3.79,6.67
275,2.86,4,0.2,3.69,11.97
276,3.78,11,1.01,4.06,11.37
277,5.31,12,1.99,2.99,6.64
278,4.52,3,1.86,3.78,8.61
279,4.45,3,0.87,3.38,10.88
280,1.86,10,0.67,2.18,8.81
281,3.7,7,2.71,3.64,9.27
282,2.54,4,2.04,3.34,10.98
283,1.38,8,2.95,4.9,12.0
284,2.31,5,2.15,1.32,8.19
285,5.66,10,1.59,3.48,9.52
286,4.8,9,1.56,1.25,11.3
287,1.73,12,2.83,2.42,8.81
288,4.25,6,2.49,4.68,8.4
289,2.12,4,2.66,3.77,7.14
290,1.68,6,1.86,2.76,10.96
291,2.3,5,1.86,1.88,10.5
292,4.36,10,0.93,1.87,9.01
293,1.2,3,2.43,1.23,11.65
294,2.78,4,1.14,2.51,11.49
295,3.95,5,2.94,4.54,9.43
296,5.04,3,1.71,1.05,9.27
297,4.31,11,0.6,3.83,10.92
298,3.65,7,0.88,2.09,8.83
299,3.18,9,0.48,3.35,10.68
300,5.71,4,2.14,3.3,10.94
301,4.35,4,2.26,1.48,11.46
302,2.68,5,2.88,2.63,7.35
303,5.45,12,0.0,2.28,8.33
304,1.14,10,0.23,3.94,6.51
305,5.46,11,2.42,1.97,9.18
306,2.37,9,2.45,3.79,10.32
307,5.82,9,1.52,3.43,6.8
308,4.51,4,2.34,4.84,7.61
309,4.75,11,2.35,1.85,11.96
310,1.74,2,1.31,3.96,9.27
311,1.03,12,1.85,3.33,8.41
312,5.14,4,1.74,2.98,9.65
313,2.7,8,0.99,2.41,6.04
314,2.67,2,2.06,2.31,7.88
315,3.21,10,2.57,1.03,9.9
316,5.68,3,1.73,3.29,9.58
317,2.94,3,1.53,3.93,6.59
318,5.96,2,0.98,2.05,9.25
319,3.45,11,0.76,2.05,10.78
320,2.21,3,2.48,2.65,8.76
321,4.79,3,2.68,4.1,6.66
322,4.62,2,0.08,3.31,10.42
323,1.06,3,1.39,3.35,6.19
324,4.05,12,1.2,4.96,10.18
325,3.64,8,0.99,4.3,9.82
326,1.49,4,0.44,2.61,7.06
327,3.87,8,1.83,4.9,6.18
328,4.67,3,2.63,3.5,8.86
329,4.48,5,0.9,1.05,9.43
330,1.5,12,1.81,1.96,7.32
331,2.52,8,1.77,2.52,7.09
332,4.63,6,1.47,1.98,8.4
333,5.86,7,1.88,2.08,11.47
334,2.0,5,0.3,2.61,11.38
335,4.59,3,2.36,1.41,7.86
336,3.86,12,2.46,2.81,10.41
337,4.8,11,0.22,1.71,11.77
338,5.48,10,2.01,4.02,9.07
339,1.45,6,0.53,2.17,11.29
340,3.12,7,2.48,2.12,7.39
341,3.07,2,2.14,3.27,11.38
342,4.81,5,2.95,4.21,11.04
343,4.97,6,2.61,4.19,11.47
344,5.6,2,2.78,1.66,8.56
345,1.53,9,0.37,4.94,7.61
346,3.33,4,1.19,1.3,10.57
347,5.13,7,2.31,3.86,6.63
348,4.64,3,1.91,1.3,6.82
349,2.86,2,0.16,4.84,10.85
350,2.53,5,2.75,2.42,11.84
351,5.15,4,1.64,4.24,10.22
352,5.87,8,0.31,3.34,6.09
353,2.48,9,0.75,1.36,10.87
354,5.32,9,1.05,2.21,10.0
355,3.8,11,0.01,3.1,10.51
356,1.4,5,2.53,1.12,8.76
357,2.49,11,2.81,3.04,9.54
358,2.25,6,1.2,2.68,8.42
359,2.17,3,1.89,2.36,10.68
360,3.5,4,0.67,3.69,6.98
361,4.68,6,2.15,3.87,6.46
362,5.51,10,1.67,2.52,8.24
363,4.35,4,2.77,4.82,7.61
364,2.73,7,1.21,3.28,9.15
365,1.26,9,0.19,1.59,6.73
366,5.08,9,0.43,2.5,11.59
367,2.74,6,2.2,4.87,9.86
368,5.61,12,1.18,4.48,6.32
369,2.01,8,0.21,4.98,6.06
370,2.92,11,1.09,2.01,9.12
371,5.92,5,2.21,4.5,11.55
372,3.55,6,2.19,4.75,9.28
373,5.02,8,2.62,2.79,11.31
374,2.47,10,1.06,1.42,8.72
375,1.23,11,0.14,1.64,11.98
376,3.12,7,2.68,2.05,10.15
377,1.2,10,0.21,4.13,11.92
378,2.92,12,1.74,1.56,6.81
379,4.43,7,0.7,3.02,9.0
380,3.02,8,0.8,1.25,9.01
381,5.47,4,1.95,2.91,8.61
382,1.44,12,2.4,3.93,6.31
383,5.95,10,1.25,3.01,6.83
384,4.39,6,0.07,2.99,6.09
385,1.36,6,2.4,3.48,10.85
386,1.5,10,2.48,1.34,10.44
387,4.0,12,1.72,1.69,7.78
388,2.66,8,2.75,3.7,6.75
389,3.04,6,2.88,2.83,10.41
390,1.53,12,0.92,4.72,6.24
391,2.83,5,1.62,3.86,7.13
392,3.52,4,2.2,1.79,10.5
393,4.57,11,0.97,3.85,7.02
394,3.18,7,2.3,3.98,10.3
395,4.44,3,2.22,2.01,9.51
396,2.74,9,0.87,2.02,8.43
397,5.59,3,1.49,3.69,6.55
398,5.36,8,1.5,2.59,11.34
399,4.59,12,1.34,1.59,6.84
400,2.02,7,1.69,1.89,9.93
401,4.57,10,1.02,1.14,11.56
402,3.98,10,1.22,4.07,7.46
403,1.53,5,1.25,4.72,11.94
404,4.14,6,1.29,3.82,6.59
405,5.05,7,0.83,1.93,8.1
406,4.76,6,1.35,4.42,8.69
407,5.2,11,2.03,3.32,7.39
408,2.93,7,0.57,2.23,6.84
409,2.06,4,1.79,2.89,7.9
410,4.21,2,0.57,3.2,11.85
411,3.21,9,2.42,2.56,11.1
412,1.37,12,2.92,3.06,9.11
413,2.37,4,1.4,1.89,7.79
414,5.76,6,0.2,2.02,6.98
415,2.33,3,0.09,2.68,8.0
416,4.28,10,1.09,4.4,7.91
417,3.74,5,1.5,3.86,9.35
418,1.09,11,0.17,2.59,10.19
419,2.69,7,2.13,2.61,11.9
420,2.52,8,0.41,4.9,9.2
421,2.23,8,0.47,4.55,9.69
422,2.79,5,1.01,3.78,10.05
423,5.84,6,1.53,2.0,6.05
424,1.21,12,0.56,4.25,9.0
425,4.89,3,2.5,1.05,9.75
426,1.77,10,0.96,2.47,11.24
427,2.3,7,0.66,3.79,9.16
428,4.32,8,1.32,4.4,10.1
429,2.83,9,2.97,2.02,9.27
430,5.62,2,2.61,4.11,7.85
431,5.38,4,2.87,2.36,6.74
432,4.23,6,1.17,3.61,7.1
433,2.79,5,2.19,4.62,8.42
434,1.96,12,1.99,4.4,11.07
435,2.32,9,0.41,2.03,6.02
436,1.52,5,1.26,2.31,11.44
437,1.78,3,2.27,2.4,8.66
438,2.5,5,1.47,1.99,11.43
439,5.73,9,2.72,2.81,11.05
440,4.61,3,1.72,4.9,9.61
441,5.91,10,0.14,3.03,9.71
442,3.39,3,1.5,3.94,11.23
443,3.9,2,1.69,2.23,8.63
444,1.15,2,0.26,4.42,11.47
445,3.8,5,0.16,1.02,11.68
446,3.1,7,2.03,4.17,6.96
447,4.33,11,2.16,4.17,9.66
448,5.2,4,0.05,4.62,11.96
449,2.08,8,1.91,4.68,10.64
450,5.02,12,1.3,3.73,11.34
451,4.65,3,2.56,1.83,10.57
452,1.55,4,2.34,2.11,7.34
453,2.92,7,0.6,4.15,6.7
454,2.66,11,1.31,3.02,10.79
455,3.59,3,0.74,4.64,11.61
456,3.97,4,0.1,4.63,7.78
457,2.81,12,2.96,2.76,9.98
458,3.47,2,2.26,2.58,6.07
459,2.97,5,0.23,4.63,11.67
460,3.75,9,1.4,1.9,11.49
461,4.73,12,2.04,1.77,7.23
462,1.04,12,2.69,1.94,9.73
463,2.28,6,2.61,1.3,10.29
464,3.82,6,3.0,4.72,7.9
465,3.75,6,2.09,3.76,10.11
466,5.41,10,0.28,4.91,8.35
467,5.66,12,0.88,3.49,8.41
468,3.35,11,1.96,4.32,7.2
469,3.62,10,2.63,3.74,10.4
470,3.35,7,1.17,1.94,10.62
471,1.0,2,1.84,4.59,9.96
472,4.35,9,2.71,2.68,8.67
473,5.88,5,2.5,3.32,11.26
474,5.44,2,0.84,2.5,11.39
475,5.07,5,2.07,1.78,10.54
476,1.11,2,2.12,2.63,11.37
477,4.59,4,0.83,2.75,9.15
478,4.24,12,1.13,4.81,9.45
479,3.79,7,1.37,3.74,10.01
480,2.46,3,0.93,4.33,11.57
481,3.52,2,1.51,3.84,11.15
482,2.89,7,0.64,1.5,6.91
483,4.28,12,2.02,3.31,11.35
484,2.46,12,0.75,4.07,10.1
485,2.63,10,0.72,2.72,8.67
486,1.14,7,2.91,4.38,8.08
487,1.95,11,1.35,2.22,8.45
488,5.03,7,1.59,1.45,10.6
489,1.54,10,1.84,3.55,11.69
490,4.99,9,1.39,2.22,10.47
491,4.48,10,1.61,4.0,11.32
492,2.74,11,1.88,4.32,10.67
493,1.01,12,1.02,1.77,10.44
494,2.37,12,0.29,1.82,9.28
495,1.79,5,1.0,1.54,6.23
496,1.65,6,2.47,1.8,11.21
497,3.87,8,2.82,2.21,6.58
498,1.01,2,1.84,4.11,11.07
499,3.24,6,0.02,2.46,11.01
500,4.72,7,2.0,1.05,8.24
501,1.23,7,1.77,1.19,7.22
502,3.98,12,0.93,1.82,8.77
503,2.97,10,0.74,3.43,9.68
504,1.59,11,1.19,1.17,6.9
505,5.07,8,0.57,4.68,11.43
506,5.24,10,0.59,4.89,7.57
507,3.46,2,0.18,2.17,7.57
508,3.76,11,0.34,1.72,6.56
509,3.66,9,0.66,3.91,10.04
510,4.31,12,1.46,2.36,11.4
511,2.64,12,2.82,1.19,9.65
512,2.73,4,0.47,2.79,11.3
513,4.99,11,1.47,1.43,10.38
514,5.81,2,2.39,4.62,8.81
515,3.21,12,1.94,2.88,11.11
516,4.5,7,0.86,4.07,7.67
517,1.43,2,1.35,2.54,9.55
518,5.25,12,0.8,2.69,6.86
519,3.51,9,2.06,1.2,11.39
520,5.29,3,2.17,2.74,9.6
521,5.11,6,0.25,3.78,10.52
522,5.88,5,2.5,1.44,7.47
523,1.6,9,0.8,2.58,7.67
524,1.14,7,0.93,3.78,9.86
525,2.73,10,2.91,1.81,8.77
526,1.13,2,0.55,3.18,9.9
527,3.84,12,0.35,4.01,8.59
528,3.67,3,2.65,4.05,6.46
529,5.55,2,1.21,3.82,11.07
530,2.74,9,2.16,2.07,9.94
531,5.69,8,2.21,2.12,10.76
532,5.11,10,2.81,1.77,11.84
533,5.9,3,2.71,1.13,11.49
534,1.54,8,2.83,4.26,11.91
535,5.78,6,2.64,1.8,11.9
536,3.41,6,0.94,4.62,10.18
537,2.22,10,0.83,3.6,8.56
538,3.67,11,2.5,3.28,9.13
539,3.35,2,1.48,1.24,9.15
540,3.21,9,0.8,2.73,7.32
541,1.47,5,1.22,2.8,6.54
542,3.15,5,2.71,2.81,10.31
543,4.28,11,0.42,1.41,9.2
544,5.78,12,2.18,4.17,9.63
545,2.1,8,2.34,1.86,10.42
546,1.03,3,0.57,4.12,11.97
547,3.23,11,0.25,2.12,9.35
548,4.4,10,1.44,3.68,9.48
549,2.14,6,0.61,1.1,8.66
550,2.71,7,0.86,2.33,10.32
551,5.98,8,1.05,2.49,8.84
552,5.79,10,2.15,4.04,6.4
553,4.66,4,0.36,2.93,9.0
554,4.19,5,1.12,3.56,6.58
555,5.13,3,1.67,2.02,6.05
556,2.94,7,1.6,2.68,10.47
557,2.64,12,0.2,4.62,9.76
558,3.49,11,1.19,4.25,10.24
559,4.31,8,2.56,4.2,8.96
560,4.33,3,2.73,2.27,7.88
561,5.44,7,2.4,2.38,11.13
562,5.03,9,2.67,1.05,6.53
563,2.1,9,1.98,1.48,7.6
564,4.24,7,1.41,4.37,10.54
565,5.63,6,1.55,4.77,6.26
566,5.35,10,2.87,3.19,6.91
567,5.16,10,2.9,3.67,8.37
568,3.47,10,2.56,1.29,6.44
569,4.98,8,0.81,1.25,9.64
570,1.16,10,0.27,3.51,9.59
571,2.01,5,0.23,4.84,6.26
572,4.06,9,1.3,3.57,8.93
573,5.11,9,1.92,3.09,8.23
574,3.85,3,0.53,2.93,11.71
575,3.03,6,2.28,3.65,7.44
576,3.32,11,2.86,2.7,10.11
577,5.68,10,2.47,3.22,7.45
578,1.43,5,0.91,3.66,8.41
579,4.26,9,0.12,3.39,10.06
580,2.28,4,1.87,2.24,11.43
581,4.35,9,0.34,3.06,10.97
582,2.41,3,0.86,2.53,7.03
583,2.44,10,1.04,4.49,7.5
584,3.44,11,2.29,1.82,9.92
585,3.1,8,2.17,2.98,8.69
586,1.83,8,1.24,1.81,8.7
587,1.86,3,1.23,2.81,10.85
588,4.74,9,1.44,1.43,9.19
589,1.51,11,2.3,2.97,6.11
590,2.81,6,2.92,4.89,8.25
591,1.5,2,0.91,2.7,7.14
592,2.39,3,1.77,1.67,9.87
593,4.12,6,0.88,2.41,11.2
594,5.75,12,1.06,1.23,6.38
595,1.09,5,1.68,3.32,9.8
596,1.04,7,1.05,3.54,11.15
597,3.99,8,0.65,2.01,9.15
598,2.78,12,1.43,2.07,7.66
599,2.51,11,0.92,3.67,10.63
600,5.29,10,0.76,1.18,9.5
601,1.02,11,2.06,3.55,8.19
602,5.18,8,2.63,1.92,11.5
603,2.11,11,1.91,1.82,10.85
604,5.8,8,1.83,2.6,7.55
605,1.93,8,2.8,4.74,7.71
606,1.89,4,1.13,2.55,10.95
607,5.91,5,1.65,2.91,6.31
608,3.32,9,1.33,3.13,9.04
609,2.23,10,1.06,4.98,8.74
610,4.05,3,1.85,2.43,7.37
611,4.36,8,2.72,2.28,10.23
612,3.45,3,0.01,2.97,7.77
613,4.79,3,1.89,3.28,11.83
614,4.04,8,0.26,3.1,10.63
615,5.78,10,1.1,3.62,8.41
616,5.78,10,1.7,4.26,10.83
617,3.41,12,2.68,4.7,8.85
618,1.25,10,0.06,2.24,10.2
619,5.05,12,1.1,4.15,10.92
620,2.13,4,0.98,1.3,10.68
621,2.11,11,1.84,1.75,6.32
622,1.13,12,0.97,4.94,8.93
623,1.78,4,2.82,1.96,9.85
624,2.83,5,2.27,2.18,6.12
625,4.12,10,2.96,4.09,7.83
626,4.95,10,0.61,4.89,9.02
627,2.27,4,0.81,3.24,9.97
628,3.81,7,2.25,1.51,10.28
629,2.24,4,2.95,2.27,6.98
630,4.72,5,1.39,3.3,11.05
631,1.48,11,1.88,1.05,6.16
632,1.63,5,0.39,4.23,8.58
633,4.58,5,2.74,2.54,11.02
634,1.68,4,0.47,1.71,10.37
635,3.24,7,1.37,2.95,6.06
636,1.27,2,0.88,3.99,9.61
637,1.29,5,2.44,2.82,6.26
638,5.08,2,0.59,2.24,11.49
639,5.04,11,2.37,1.28,8.52
640,5.08,10,0.12,2.96,7.82
641,5.75,5,0.85,2.82,9.79
642,3.71,7,2.87,2.59,11.43
643,1.17,2,1.31,2.58,8.56
644,2.13,4,1.93,4.8,8.57
645,1.42,8,0.55,2.75,8.58
646,4.42,7,1.84,1.68,8.33
647,2.46,2,0.47,1.32,10.5
648,4.16,11,1.74,1.8,7.85
649,1.59,2,2.43,4.24,9.26
650,3.6,6,1.95,2.24,9.8
651,5.71,12,1.28,1.14,11.74
652,1.15,8,0.02,3.46,10.62
653,1.25,3,0.88,1.17,10.03
654,3.92,4,2.04,2.03,6.76
655,5.63,8,0.39,1.53,7.65
656,5.06,4,2.01,1.45,8.62
657,1.33,6,2.53,3.24,9.7
658,4.17,6,0.61,3.71,10.16
659,4.78,3,2.91,3.32,6.13
660,4.35,10,1.13,3.82,6.68
661,3.08,12,2.3,4.92,8.3
662,5.39,2,2.78,4.69,8.24
663,4.48,3,0.8,4.48,10.18
664,1.72,9,0.27,1.08,8.23
665,1.33,6,2.17,4.37,10.59
666,4.39,3,0.05,2.43,8.93
667,5.09,10,2.12,3.63,9.34
668,5.28,3,2.32,3.25,10.8
669,3.83,7,1.93,1.3,6.35
670,3.12,2,0.61,4.77,10.19
671,3.88,5,1.08,1.84,6.61
672,5.94,12,2.7,1.91,9.97
673,4.36,9,1.56,2.46,7.71
674,4.74,9,1.31,2.82,11.13
675,1.6,11,1.43,2.21,11.39
676,3.74,7,0.24,2.44,6.59
677,2.12,2,0.61,3.39,11.27
678,5.22,7,0.79,1.51,10.03
679,2.27,10,0.01,1.9,11.96
680,2.56,11,2.4,4.68,10.23
681,1.91,11,2.11,2.21,10.14
682,5.09,11,1.38,1.84,6.17
683,5.15,2,2.7,1.12,9.45
684,3.93,7,0.76,3.05,8.62
685,5.73,11,0.22,3.4,8.27
686,1.3,2,2.88,4.14,11.28
687,1.91,5,0.97,3.76,7.73
688,1.96,6,0.2,1.4,8.07
689,1.43,12,2.46,4.18,8.07
690,2.21,12,0.72,1.59,6.12
691,5.98,5,2.89,2.12,11.82
692,1.4,11,0.84,2.07,10.24
693,5.17,5,1.61,1.92,7.79
694,4.32,11,2.69,1.43,8.35
695,4.53,3,0.74,2.14,7.81
