employee_id,meeting_hours,meeting_count,after_hours_work_hours,focus_hours,workday_span_hours
52,5.04,4,2.22,3.23,7.93
53,4.63,5,1.59,1.97,10.78
54,4.6,11,2.43,3.5,6.21
55,1.57,10,2.79,2.16,8.43
56,5.28,3,1.73,2.47,9.86
57,4.18,7,0.7,4.9,7.58
58,3.72,7,0.19,3.37,9.18
59,1.59,5,2.93,1.57,6.8
60,4.08,3,0.06,3.3,7.66
61,5.2,3,0.81,2.74,7.53
62,2.57,7,2.75,3.49,11.83
63,2.85,2,2.01,4.84,8.38
64,2.27,3,2.18,1.34,10.62
65,1.51,2,2.14,2.03,9.16
66,5.91,5,1.33,1.1,7.77
67,3.86,4,1.22,3.1,8.25
68,2.17,10,0.51,4.49,6.23
69,3.7,11,1.32,2.47,8.52
70,5.47,11,2.78,4.72,6.44
71,3.52,7,2.34,4.02,9.17
72,3.33,12,0.16,3.57,8.54
73,5.4,9,2.97,4.0,7.81
74,4.31,2,1.77,4.94,6.55
75,2.9,9,2.13,4.38,11.01
76,3.83,11,2.98,1.03,6.7
77,1.82,3,0.31,2.53,10.85
78,2.94,9,2.89,4.85,6.35
79,3.02,12,1.73,2.31,9.47
80,1.11,7,0.26,1.79,7.86
81,1.81,5,0.91,3.26,9.25
82,3.17,4,0.27,4.39,6.57
83,1.56,8,1.04,2.03,7.32
84,5.62,5,0.89,1.66,11.08
85,5.74,2,1.86,3.3,7.14
86,4.83,2,0.63,1.39,8.59
87,5.51,9,2.81,3.6,6.23
88,1.18,5,0.16,4.71,7.78
89,1.98,5,2.92,2.74,11.15
90,1.78,8,2.02,4.28,6.44
91,1.45,10,1.32,2.81,10.71
92,2.75,3,1.93,2.16,9.06
93,3.16,12,2.04,4.61,9.42
94,5.57,9,1.63,2.33,8.96
95,4.62,5,2.28,3.17,7.31
96,5.04,9,1.99,4.52,10.46
97,4.43,2,0.5,1.06,8.34
98,5.91,11,1.63,1.42,7.12
99,4.11,2,2.17,3.18,8.15
100,4.69,7,0.22,2.77,6.7
101,5.89,6,0.38,4.36,9.7
102,1.45,5,1.67,2.25,11.4
103,4.89,11,0.36,1.74,8.73
104,5.21,8,2.23,3.5,9.32
105,1.76,11,2.28,4.25,8.69
106,5.75,5,2.15,1.84,6.46
107,4.63,10,1.68,2.52,9.78
108,4.38,12,1.22,4.97,10.08
109,5.42,12,0.99,2.03,6.53
110,3.02,6,2.71,1.51,8.05
111,4.49,3,0.21,1.67,9.45
112,4.38,3,0.18,4.33,9.84
113,2.29,12,2.81,3.8,9.37
114,3.89,8,0.62,1.72,6.91
115,3.69,10,0.04,2.5,8.55
116,5.44,4,2.56,1.86,8.54
117,4.55,3,0.73,4.64,10.41
118,3.85,2,1.16,3.97,11.94
119,1.12,2,1.34,3.01,11.13
120,4.55,5,2.13,4.22,7.04
121,5.77,10,1.1,1.66,11.35
122,3.09,4,0.94,2.2,7.12
123,2.96,4,1.16,4.28,11.08
124,4.98,3,2.04,4.01,10.39
125,4.6,12,1.29,3.57,7.31
126,3.67,11,1.17,2.13,8.71
127,4.83,6,2.67,3.05,10.87
128,5.32,6,1.89,2.04,11.55
129,3.31,11,2.81,2.57,9.3
130,4.42,7,1.51,3.89,6.55
131,1.93,4,2.83,1.26,8.04
132,2.89,7,1.63,4.36,6.13
133,3.39,4,2.71,2.88,10.51
134,1.71,12,0.94,1.42,6.38
135,3.81,2,1.98,4.37,11.7
136,3.76,10,1.82,4.42,7.07
137,4.6,6,0.16,3.84,11.4
138,5.86,8,1.23,3.25,11.74
139,1.08,12,2.64,3.47,7.83
140,5.91,4,2.96,2.63,8.44
141,4.24,11,2.98,3.56,10.24
142,1.77,11,0.71,1.18,9.91
143,4.62,6,2.56,4.48,8.22
144,1.23,9,1.51,1.81,7.78
145,3.01,10,2.22,3.42,6.32
146,5.39,10,1.95,3.91,10.37
147,3.71,7,0.56,3.77,11.6
148,1.05,12,2.68,3.55,9.72
149,1.13,11,0.59,3.55,11.91
150,5.9,8,2.95,1.78,10.21
151,5.66,4,2.58,4.95,9.16
152,3.13,11,0.58,1.29,6.71
153,5.64,4,2.34,2.76,9.99
154,3.49,6,2.16,3.13,11.76
155,2.32,6,0.19,2.26,8.34
156,5.54,8,2.71,4.69,10.14
157,3.92,9,1.24,3.12,11.96
158,1.97,2,2.96,2.86,9.29
159,1.53,2,0.94,2.08,6.48
160,5.07,9,1.13,1.69,10.56
161,3.28,5,0.76,1.02,10.89
162,5.1,2,2.83,4.73,6.53
163,1.26,4,2.03,2.93,8.97
164,3.77,10,0.72,2.93,10.41
165,2.22,12,0.89,3.22,11.94
166,4.34,7,1.3,2.13,9.66
167,2.74,8,1.99,4.77,11.56
168,3.31,12,2.72,4.08,6.54
169,4.82,2,1.2,4.64,11.06
170,4.39,12,1.57,2.52,6.33
171,4.22,4,2.01,2.09,7.77
172,4.34,8,1.76,1.71,9.27
173,1.6,11,2.35,2.21,11.17
174,3.79,3,0.52,3.33,11.7
175,3.12,6,0.38,3.9,9.93
176,5.79,2,1.59,1.56,10.19
177,2.8,6,2.01,4.82,6.91
178,3.66,5,1.14,3.06,9.43
179,5.01,9,2.66,2.26,11.66
180,3.88,12,2.31,1.7,6.59
181,2.17,10,1.15,1.38,7.01
182,4.44,10,0.33,1.36,10.66
183,3.73,10,0.35,4.12,11.91
184,5.28,7,2.86,3.77,10.5
185,3.32,5,1.44,4.17,8.73
186,4.87,4,0.58,2.61,11.99
187,4.25,8,2.4,2.76,8.97
188,2.15,11,2.92,4.55,7.35
189,1.59,2,2.54,2.52,6.78
190,3.66,9,1.69,3.82,6.73
191,3.12,12,2.07,1.4,11.91
192,2.34,9,1.13,2.16,11.48
193,4.23,6,1.86,2.92,7.33
194,2.66,7,1.02,2.29,9.39
195,4.89,4,2.46,3.21,11.46
196,3.82,11,0.71,4.11,11.79
197,2.36,3,0.13,3.18,7.11
198,3.66,10,2.92,4.8,8.8
199,3.94,7,2.13,3.46,7.15
200,1.32,8,0.16,2.91,11.0
201,4.18,5,1.48,4.57,6.54
202,5.38,9,2.91,2.84,6.63
203,1.09,12,2.24,3.51,8.19
204,5.07,2,2.78,1.24,11.95
205,3.41,2,0.51,1.78,11.9
206,3.94,11,0.8,3.73,11.37
207,2.62,9,0.59,3.89,7.23
208,5.01,4,2.1,3.94,6.74
209,2.05,5,0.25,3.25,11.49
210,2.62,10,1.53,3.9,8.82
211,3.79,4,0.5,4.91,8.23
212,3.72,4,2.98,3.98,8.3
213,1.32,2,1.71,4.84,9.56
214,4.8,12,1.73,1.01,7.2
215,3.68,7,0.8,2.91,10.78
216,1.8,4,1.73,1.64,7.11
217,1.19,11,1.62,4.48,8.87
218,3.66,5,0.46,3.05,7.05
219,5.08,2,2.36,2.96,9.92
220,4.72,3,2.89,1.67,7.12
221,5.46,10,1.49,2.01,8.87
222,5.35,10,2.98,1.42,7.5
223,5.24,2,2.44,4.03,9.92
224,1.62,2,1.8,4.21,11.88
225,3.88,8,1.4,1.36,6.23
226,1.93,11,0.1,1.91,11.64
227,2.63,8,1.64,4.72,6.7
228,4.9,6,2.11,4.12,11.5
229,4.35,9,0.27,2.49,6.87
230,2.94,7,0.84,2.75,8.31
231,4.89,8,2.89,1.19,6.39
232,1.67,11,0.49,3.73,7.45
233,3.0,9,1.21,4.09,11.05
234,2.09,3,2.49,2.11,9.3
235,5.57,9,0.22,3.81,9.36
236,3.42,5,0.09,2.86,10.82
237,2.65,5,0.35,1.65,11.56
238,1.07,8,2.67,1.75,11.47
239,5.88,9,1.8,2.25,10.98
240,5.16,5,1.56,1.67,11.5
241,3.87,4,0.82,3.91,10.79
242,5.42,3,0.18,1.36,8.43
243,3.46,6,1.88,2.3,8.52
244,3.83,4,0.77,4.48,7.71
245,4.11,9,1.13,2.62,11.43
246,3.78,7,0.69,1.65,9.62
247,4.07,3,1.17,2.81,10.55
248,4.71,6,0.63,4.79,7.79
249,5.23,12,1.29,1.41,10.4
250,1.84,8,1.45,4.79,9.76
251,4.53,6,2.25,1.09,7.03
252,5.03,11,2.98,4.24,10.25
253,2.02,3,1.91,3.45,10.69
254,2.55,2,1.42,4.03,6.09
255,5.57,7,0.34,4.85,8.46
256,3.63,11,0.33,3.77,6.99
257,2.23,5,2.68,2.36,11.53
258,1.6,9,1.91,4.23,11.59
259,4.06,6,3.0,4.06,6.51
260,2.73,12,0.83,2.16,11.37
261,2.62,10,1.27,2.92,8.5
262,2.25,11,2.05,4.36,9.68
263,1.56,6,2.86,1.9,9.14
264,5.06,9,2.44,4.2,7.52
265,3.45,12,2.89,3.44,8.84
266,5.66,4,0.54,2.04,7.79
267,4.33,4,2.08,1.09,7.08
268,2.14,9,2.55,2.06,11.3
269,5.25,6,1.2,3.73,6.62
270,5.89,2,2.39,4.38,7.95
271,2.34,10,2.45,3.59,11.27
272,5.42,9,0.71,2.19,10.32
273,4.27,6,2.54,2.24,9.66
274,3.56,8,0.34,1.62,7.24
275,1.38,11,1.36,1.24,9.53
276,2.72,10,2.63,3.0,6.62
277,3.67,4,1.51,4.61,6.63
278,3.52,7,0.55,1.48,11.24
279,1.37,3,2.03,3.6,11.43
280,5.91,5,2.05,1.43,11.71
281,1.06,10,2.67,3.53,10.8
282,4.69,12,2.05,4.61,7.85
283,2.72,6,2.82,3.22,10.96
284,4.91,7,2.48,4.52,7.73
285,5.09,3,2.31,4.25,11.3
286,1.85,2,2.59,4.9,8.13
287,5.94,3,2.04,3.0,6.75
288,3.53,7,0.22,2.87,9.23
289,1.98,9,2.14,3.29,10.49
290,2.12,8,2.05,3.03,6.99
291,3.77,4,1.32,2.99,8.01
292,3.75,11,1.97,4.08,8.39
293,5.35,12,1.67,4.86,9.25
294,1.54,8,2.73,2.23,6.41
295,1.52,5,0.24,2.81,10.33
296,4.05,12,2.89,4.8,8.82
297,4.12,5,1.2,3.08,8.8
298,1.94,11,1.32,2.15,10.62
299,2.27,3,2.68,2.0,10.95
300,2.08,3,0.62,3.99,7.79
301,5.46,8,1.68,1.71,8.68
302,3.73,6,1.74,2.9,7.86
303,2.69,5,2.26,2.12,7.31
304,1.53,11,0.97,1.35,6.61
305,1.5,12,1.64,2.58,7.32
306,4.24,10,2.55,4.24,11.95
307,3.86,9,0.25,2.25,11.74
308,2.44,6,2.71,3.9,8.96
309,3.71,4,2.42,1.15,11.08
310,4.89,7,1.61,1.39,8.02
311,2.14,7,1.55,1.03,6.87
312,1.1,4,1.0,1.34,11.95
313,2.38,9,2.8,3.3,11.39
314,1.78,10,0.44,4.69,10.85
315,3.72,9,2.23,2.67,11.87
316,4.43,6,2.79,2.7,9.68
317,3.5,6,1.59,4.96,10.81
318,5.4,10,2.36,3.09,10.03
319,3.23,9,2.0,1.71,7.82
320,2.66,9,2.94,3.29,7.98
321,1.36,6,1.49,3.86,9.61
322,5.65,12,2.73,2.16,9.84
323,3.48,2,0.37,4.89,9.97
324,2.59,12,0.44,4.52,10.93
325,4.07,3,0.42,2.11,10.48
326,4.89,12,1.26,1.07,7.24
327,4.01,12,0.41,3.78,10.28
328,2.46,7,0.1,1.29,6.39
329,1.25,10,0.96,2.76,6.7
330,1.09,3,0.98,4.01,6.2
331,3.54,11,0.41,1.2,11.95
332,5.19,11,2.43,1.75,7.14
333,4.06,6,2.54,1.86,7.36
334,1.35,8,2.03,2.33,9.78
335,4.52,10,1.26,3.99,9.06
336,1.69,8,1.33,4.95,9.57
337,2.93,8,2.41,1.33,11.63
338,3.81,11,1.65,1.8,7.75
339,2.77,6,0.44,4.19,10.96
340,4.8,8,1.45,3.93,7.17
341,5.15,7,1.01,4.29,9.87
342,1.17,2,0.51,4.78,10.77
343,4.48,5,2.41,4.22,11.12
344,3.7,7,2.2,4.78,9.85
345,3.18,12,1.67,2.59,6.68
346,2.0,6,2.03,4.44,6.86
347,1.28,11,1.61,3.39,6.43
348,3.03,10,1.19,4.78,11.93
349,1.65,6,0.33,3.2,7.45
350,2.25,2,0.83,4.85,9.25
351,1.12,3,2.28,4.74,10.24
352,2.64,4,1.11,1.89,6.47
353,4.29,9,0.75,2.3,8.62
354,4.82,9,0.1,1.06,10.19
355,4.56,9,1.11,2.88,7.8
356,1.52,11,1.43,3.86,7.64
357,3.9,11,2.68,3.82,7.19
358,1.82,4,1.55,3.88,7.95
359,4.98,2,2.29,3.87,9.31
360,1.23,11,0.36,2.69,8.41
361,4.61,10,1.04,4.05,11.33
362,3.23,6,1.82,4.94,9.97
363,2.43,5,0.74,2.24,11.5
364,3.75,12,2.28,2.88,11.4
365,5.95,7,2.04,1.25,10.6
366,1.74,6,1.15,2.77,10.64
367,1.34,8,2.36,3.38,8.04
368,5.14,10,0.6,3.67,11.09
369,3.05,8,1.08,3.06,6.04
370,2.64,6,1.87,2.59,9.81
371,5.64,4,2.37,3.33,10.79
372,3.98,3,0.22,3.26,6.76
373,4.11,9,0.75,1.85,11.5
374,4.99,12,2.84,2.81,6.37
375,3.04,9,1.89,2.16,8.16
376,5.69,10,2.58,2.56,6.46
377,2.88,10,0.08,1.09,10.86
378,4.81,9,1.4,3.13,7.73
379,2.97,3,1.96,1.7,10.34
380,1.95,7,1.78,4.32,8.21
381,2.44,3,1.76,2.61,8.21
382,5.82,3,1.05,3.05,6.41
383,4.05,10,2.75,3.18,9.17
384,1.5,9,0.8,2.05,8.09
385,4.18,4,2.85,3.07,11.23
386,2.8,11,1.3,2.47,11.15
387,1.31,7,0.57,1.52,10.58
388,1.28,5,2.67,3.96,7.49
389,5.04,7,0.36,4.67,11.57
390,5.97,11,1.93,2.22,11.88
391,4.79,9,2.5,1.29,11.39
392,1.49,5,0.5,4.08,9.49
393,4.8,12,1.32,1.81,6.95
394,2.79,8,2.72,2.53,10.57
395,2.36,12,0.31,3.52,7.73
396,2.96,12,0.44,4.68,6.89
397,5.52,11,2.74,3.08,11.61
398,1.11,5,0.72,1.78,8.29
399,4.63,8,1.43,3.37,11.69
400,4.43,9,1.91,4.96,6.04
401,4.16,3,0.46,3.5,7.65
402,5.94,7,1.34,4.65,6.16
403,3.96,6,2.72,2.27,8.54
404,5.93,2,0.94,3.42,10.54
405,1.72,2,1.79,4.8,10.0
406,4.22,6,0.95,4.64,8.2
407,2.67,11,1.33,4.32,8.79
408,4.55,5,0.36,4.74,6.09
409,1.91,3,1.37,3.77,6.1
410,4.4,5,0.06,1.78,11.47
411,1.33,8,0.74,3.93,11.44
412,2.22,11,2.49,3.25,8.48
413,5.37,8,1.28,4.83,6.35
414,2.73,2,2.47,4.0,7.91
415,1.53,6,1.08,1.3,9.25
416,1.2,4,1.98,4.32,9.01
417,3.65,5,0.18,2.05,9.57
418,1.75,11,2.04,3.27,9.34
419,3.84,4,1.65,4.37,7.54
420,2.98,3,2.26,1.18,8.2
421,1.46,11,1.04,2.7,6.87
422,3.41,3,2.21,2.64,11.48
423,3.51,7,0.13,1.57,11.88
424,3.23,2,0.64,2.81,8.47
425,5.32,7,0.72,3.54,11.56
426,1.22,5,2.78,4.25,7.71
427,2.73,7,2.59,2.34,6.11
428,3.32,7,1.62,4.16,9.65
429,2.29,3,0.86,1.42,9.49
430,2.9,10,1.8,3.97,6.9
431,2.44,10,0.19,2.08,6.55
432,5.55,5,0.59,4.89,7.14
433,1.42,4,1.87,2.22,10.24
434,1.94,12,2.27,4.29,10.25
435,1.42,11,1.74,2.82,7.85
436,2.72,7,0.06,4.67,9.69
437,5.79,11,1.09,2.76,9.96
438,4.75,2,2.13,1.88,11.11
439,3.37,8,1.86,4.42,8.48
440,4.04,4,2.26,2.4,9.6
441,3.95,7,2.42,3.23,8.51
442,1.12,7,1.67,4.22,6.15
443,5.55,6,2.8,4.09,8.41
444,4.99,11,0.01,2.94,7.61
445,2.22,9,0.3,1.29,6.22
446,2.84,2,1.35,1.06,9.42
447,2.47,11,0.54,4.75,6.77
448,4.53,9,0.61,2.38,10.32
449,1.47,2,0.8,2.58,9.85
450,5.4,3,1.22,4.02,8.89
451,3.86,2,1.9,4.57,8.85
452,4.0,10,2.92,4.03,7.15
453,5.4,10,1.65,1.0,8.18
454,5.38,4,1.3,4.84,10.89
455,3.07,5,2.95,2.64,6.13
456,3.81,4,0.08,4.34,6.51
457,2.83,2,0.15,3.73,6.26
458,5.35,12,0.27,3.72,8.34
459,1.96,2,0.38,1.16,9.79
460,5.36,5,0.49,4.57,6.97
461,1.1,2,0.66,1.18,8.21
462,3.52,6,2.93,4.85,11.52
463,3.27,8,0.38,1.12,11.48
464,1.98,2,1.52,2.6,9.14
465,5.79,12,0.94,4.25,9.39
466,3.06,7,0.95,1.27,9.63
467,4.36,7,1.71,2.15,11.54
468,2.21,4,0.49,1.71,8.12
469,1.81,12,0.76,2.6,6.13
470,5.86,6,1.31,2.38,7.94
471,3.37,8,1.82,1.81,9.46
472,3.08,5,0.72,4.42,9.56
473,1.39,9,2.71,1.35,7.01
474,3.98,11,2.63,1.91,8.55
475,2.44,11,0.95,2.66,10.31
476,2.46,4,1.17,2.88,10.19
477,5.2,2,2.89,4.93,11.37
478,3.05,9,1.61,1.88,11.51
479,4.39,4,1.17,3.31,6.66
480,2.73,7,2.52,3.35,9.51
481,1.28,3,2.01,1.83,11.16
482,4.32,8,0.19,4.15,7.25
483,3.42,2,0.39,3.27,11.49
484,5.48,10,0.56,4.92,7.67
485,2.26,3,2.83,2.64,6.35
486,5.53,3,0.54,2.67,10.99
487,1.81,4,2.13,1.74,9.2
488,4.73,5,2.46,4.78,9.56
489,2.32,2,2.25,3.76,8.02
490,2.73,3,2.42,1.93,11.42
491,3.31,7,1.17,3.31,9.78
492,2.26,4,0.0,2.69,9.64
493,3.2,3,2.19,4.52,10.95
494,5.93,10,2.79,3.57,10.2
495,3.5,12,1.54,2.96,10.08
496,2.57,5,0.6,1.86,6.42
497,5.38,10,0.55,4.97,11.39
498,5.46,10,1.94,2.0,11.46
499,4.06,10,0.77,1.73,9.42
500,3.21,6,2.5,3.34,11.6
501,3.06,2,1.39,4.58,8.03
502,4.82,5,1.35,1.38,10.47
503,1.2,2,0.61,2.2,11.3
504,3.51,10,0.31,1.39,11.26
505,2.34,10,2.65,3.13,8.22
506,2.1,10,1.23,2.66,11.75
507,5.12,5,0.36,2.93,8.92
508,3.32,7,0.93,4.39,7.4
509,5.71,5,0.44,4.56,10.66
510,1.17,4,0.05,4.96,7.09
511,2.89,11,1.36,1.97,8.42
512,2.48,5,1.82,1.89,11.54
513,1.04,2,0.01,1.74,11.89
514,3.6,3,1.79,3.81,8.28
515,1.74,10,0.35,4.17,6.14
516,1.22,6,3.0,1.33,10.06
517,2.73,2,2.98,3.15,7.22
518,2.23,11,2.2,1.55,11.89
519,3.98,3,0.59,4.19,10.59
520,5.81,10,1.74,3.87,6.54
521,3.19,2,2.89,2.72,7.06
522,4.1,11,1.18,4.92,11.53
523,3.15,7,2.19,2.9,7.96
524,5.82,7,1.57,4.69,10.84
525,1.64,10,1.1,4.19,6.58
526,4.02,6,2.27,2.35,10.18
527,2.83,3,0.53,1.98,11.88
528,4.72,4,0.25,2.34,7.75
529,1.42,11,1.49,3.39,11.85
530,4.13,2,0.87,2.01,10.95
531,5.6,6,2.67,3.11,8.61
532,5.42,12,0.15,4.79,7.98
533,4.85,11,2.4,1.57,9.84
534,3.83,2,2.02,2.33,10.33
535,2.36,12,0.8,3.84,11.59
536,5.66,4,1.74,2.2,8.63
537,5.49,7,2.62,2.79,8.56
538,4.87,5,1.92,4.48,9.81
539,4.92,2,1.61,1.68,7.86
540,1.28,9,1.88,3.28,10.91
541,3.02,9,0.36,2.03,9.47
542,1.34,3,2.74,4.18,7.15
543,2.02,5,0.87,1.24,6.25
544,4.86,6,0.48,4.33,6.31
545,1.95,10,0.04,2.43,6.9
546,3.48,10,1.34,3.35,9.65
547,4.93,8,1.3,1.08,11.25
548,2.46,4,2.32,2.26,6.6
549,1.59,7,1.24,4.72,9.94
550,4.09,4,2.41,4.16,7.01
551,2.56,8,0.18,2.17,6.36
552,3.28,6,2.39,3.12,8.71
553,2.54,6,2.37,4.63,7.46
554,3.79,5,2.86,4.0,7.88
555,4.06,6,2.78,3.55,11.08
556,5.54,8,1.52,1.21,7.65
557,3.69,12,2.12,1.56,8.98
558,5.6,2,0.46,2.05,9.79
559,1.57,12,2.52,4.4,7.13
560,2.84,8,0.65,2.66,7.84
561,3.33,7,0.3,3.64,10.34
562,3.67,4,1.35,3.38,9.3
563,2.36,7,2.41,1.71,8.49
564,3.39,9,1.27,4.15,11.97
565,5.82,4,2.79,1.98,8.73
566,1.76,4,1.93,3.57,7.2
567,3.22,7,0.87,2.32,9.69
568,5.84,3,0.14,4.34,7.04
569,1.03,9,0.85,4.5,10.38
570,4.14,5,2.98,3.25,11.38
571,4.28,6,1.68,1.13,10.15
572,3.25,12,2.65,2.84,7.73
573,1.38,7,2.15,2.48,7.69
574,3.02,5,1.06,1.89,11.13
575,2.55,2,0.82,2.63,11.94
576,3.18,8,0.72,4.27,11.68
577,2.77,12,2.46,2.91,8.9
578,3.27,3,1.45,2.75,9.6
579,4.04,12,2.47,3.75,6.28
580,4.06,7,1.26,3.35,11.79
581,2.39,3,2.3,2.78,8.11
582,2.68,7,2.19,4.88,6.03
583,4.91,4,2.02,2.57,7.42
584,4.32,8,0.31,1.68,11.93
585,1.85,11,0.54,4.27,6.7
586,2.57,9,2.07,2.9,8.91
587,4.47,12,0.14,1.55,8.06
588,3.89,3,0.25,3.94,11.81
589,2.32,11,1.62,2.17,7.08
590,3.58,8,0.48,3.14,8.91
591,3.49,5,0.47,4.64,11.8
592,3.88,3,2.19,2.24,7.86
593,5.89,5,0.41,4.63,7.46
594,1.06,4,1.21,3.15,9.81
595,2.35,6,2.88,4.05,10.17
596,5.75,7,1.97,4.22,9.96
597,4.28,11,2.87,2.45,10.61
598,4.84,2,2.08,2.37,6.76
599,4.52,10,2.07,1.05,7.2
600,2.16,4,1.63,1.64,7.59
601,5.41,10,2.79,1.38,9.27
602,1.29,7,0.81,4.88,9.46
603,2.92,8,2.31,1.96,9.26
604,4.45,7,1.89,1.4,7.32
605,1.4,9,1.93,3.27,7.43
606,4.41,7,2.45,3.02,8.9
607,3.99,9,0.96,3.37,8.86
608,3.95,11,1.52,4.25,10.1
609,3.51,5,0.15,4.95,10.91
610,5.41,7,1.9,4.29,9.87
611,5.73,11,0.69,2.67,10.52
612,2.45,8,1.42,2.9,10.36
613,2.81,4,0.42,2.61,6.37
614,2.1,7,2.45,3.32,6.06
615,2.26,5,1.12,2.74,7.51
616,4.95,12,1.11,3.6,7.11
617,3.92,12,2.71,3.16,7.6
618,1.41,10,0.03,4.76,10.72
619,3.5,12,1.03,2.9,11.2
620,1.24,7,1.3,4.22,8.57
621,5.25,2,0.78,2.53,8.54
622,3.43,2,0.92,4.03,8.33
623,5.55,12,1.77,2.46,11.89
624,3.25,8,1.34,2.85,11.85
625,5.1,3,1.75,4.69,9.14
626,4.22,4,0.74,2.64,10.39
627,5.44,4,1.96,2.0,8.41
628,4.85,8,2.63,1.36,6.35
629,2.67,3,1.79,1.59,10.44
630,3.84,9,1.8,2.57,6.04
631,3.7,9,2.49,2.36,9.23
632,2.82,9,2.67,1.12,8.99
633,2.95,3,2.77,2.95,8.01
634,2.99,5,2.43,2.8,6.95
635,4.52,8,2.25,3.76,7.78
636,3.5,5,1.68,4.89,11.44
637,1.5,7,2.54,4.17,7.58
638,2.54,8,0.22,2.73,8.58
639,2.41,3,1.47,3.62,9.74
640,1.12,7,0.53,3.35,9.2
641,2.18,8,2.62,2.54,7.98
642,5.02,11,2.68,3.7,11.51
643,2.67,11,2.54,2.02,6.11
644,5.09,7,1.32,1.07,10.73
645,1.05,10,0.75,3.43,7.96
646,3.35,6,2.67,4.72,8.61
647,5.83,4,2.52,2.43,7.28
648,2.18,3,1.63,4.9,7.92
649,1.69,6,0.28,2.5,6.05
650,3.65,8,1.05,4.17,9.58
651,3.34,7,0.41,2.97,10.92
652,2.59,6,1.38,2.14,6.99
653,5.37,12,1.2,1.27,7.68
654,3.38,11,2.29,2.83,9.16
655,4.22,4,0.63,3.49,9.91
656,1.02,5,0.79,3.25,11.31
657,4.47,11,0.26,4.05,11.9
658,5.71,11,1.28,1.84,8.23
659,3.92,5,2.36,4.6,9.19
660,4.67,7,0.24,4.0,10.86
661,4.51,2,2.58,3.92,6.92
662,4.35,12,2.37,4.43,6.42
663,3.58,12,2.25,2.19,10.94
664,1.47,10,0.85,3.74,10.03
665,3.14,2,0.86,2.93,9.73
666,5.28,3,2.0,3.55,11.5
667,5.62,2,0.05,2.7,10.96
668,4.17,5,2.52,1.78,7.81
669,2.5,5,0.69,2.35,6.18
670,1.14,9,1.94,4.83,6.08
671,4.06,7,1.92,3.53,8.67
672,1.08,3,2.17,1.96,9.81
673,4.32,5,2.9,3.47,6.98
674,1.88,5,0.08,4.81,11.29
675,5.82,10,1.77,1.43,6.24
676,4.55,4,1.09,1.61,7.39
677,2.57,7,2.68,4.94,6.79
678,2.1,6,0.03,4.81,8.06
679,2.23,4,2.4,3.5,8.04
680,1.29,5,0.26,4.49,8.51
681,3.97,3,2.33,1.79,8.48
682,5.78,8,2.4,4.67,9.8
683,2.87,10,0.17,3.88,8.73
684,4.56,8,0.59,2.93,10.33
685,4.18,6,1.4,2.5,9.07
686,5.27,8,2.0,3.05,10.86
687,5.15,6,0.31,4.35,9.9
688,1.67,3,0.27,1.94,10.01
689,5.03,9,1.08,1.54,9.36
690,4.46,7,0.31,1.72,7.61
691,5.45,11,1.09,1.07,9.85
692,1.27,4,1.41,2.94,9.03
693,1.01,6,1.13,2.8,8.19
694,4.36,2,1.86,4.45,8.24
695,4.95,10,0.77,1.4,7.16
