employee_id,meeting_hours,meeting_count,after_hours_work_hours,focus_hours,workday_span_hours
124,4.25,10,1.92,1.37,6.99
125,5.42,5,2.14,1.39,10.78
126,2.36,12,1.13,3.57,8.19
127,5.34,8,0.11,3.84,8.23
128,3.23,6,0.54,3.15,8.32
129,3.93,10,0.28,2.29,9.54
130,4.76,3,2.54,1.79,11.69
131,1.57,7,0.65,4.91,6.55
132,2.43,10,2.44,1.27,6.87
133,2.63,4,0.85,2.45,6.37
134,1.12,9,1.87,3.43,7.47
135,4.91,5,0.63,4.69,7.31
136,1.55,7,2.33,3.72,10.61
137,1.34,11,1.51,4.39,11.48
138,4.66,12,2.99,1.89,6.74
139,4.64,12,1.88,2.32,10.97
140,3.52,5,2.19,3.77,10.72
141,1.81,10,1.49,2.94,6.25
142,2.09,7,2.83,3.82,8.18
143,5.76,12,0.65,3.27,6.95
144,3.16,8,1.95,1.51,6.89
145,4.18,11,2.43,4.35,9.21
146,2.1,6,2.63,4.24,9.14
147,4.54,10,1.56,2.29,9.58
148,1.57,10,2.35,1.95,9.19
149,1.02,9,0.06,1.96,6.91
150,5.58,2,2.89,1.76,9.53
151,5.44,7,0.06,1.15,11.05
152,4.91,8,0.56,3.55,6.18
153,2.51,8,2.3,4.5,10.2
154,5.38,8,1.54,3.65,6.25
155,1.47,11,2.43,2.11,10.86
156,4.5,11,0.8,4.27,7.58
157,2.86,10,1.39,3.19,7.89
158,5.03,4,1.38,1.38,9.23
159,5.6,5,2.5,1.13,6.58
160,1.23,12,1.95,3.65,7.22
161,3.74,10,1.12,4.03,9.2
162,1.56,3,1.51,1.51,11.1
163,3.3,12,0.37,4.2,7.68
164,3.87,12,1.95,4.35,6.49
165,1.87,2,1.56,1.13,9.99
166,2.06,8,1.7,4.58,8.91
167,5.23,3,1.3,3.38,6.72
168,5.86,8,1.13,2.99,11.36
169,2.09,10,0.09,4.65,9.86
170,1.66,9,1.42,4.13,8.4
171,2.72,2,0.73,4.11,8.45
172,2.58,8,1.94,2.54,8.8
173,1.48,10,1.78,1.52,7.87
174,3.28,2,0.71,4.78,11.83
175,5.03,10,0.33,4.6,9.23
176,1.34,12,2.28,2.06,10.52
177,5.95,4,2.51,4.88,11.54
178,3.92,5,1.55,2.48,6.42
179,2.76,8,2.47,3.61,9.88
180,2.35,12,0.39,1.93,11.49
181,3.02,10,0.6,2.49,7.9
182,4.77,5,0.01,1.53,10.68
183,1.45,9,1.21,4.32,10.35
184,5.57,12,2.31,4.98,10.65
185,5.9,10,1.71,2.55,10.51
186,3.09,8,2.7,3.12,10.05
187,3.63,9,1.32,2.96,7.5
188,5.84,8,2.04,2.47,8.14
189,1.15,6,0.04,4.01,9.94
190,5.93,7,1.78,1.07,10.64
191,3.14,4,0.39,2.99,9.78
192,5.8,6,2.56,3.71,9.38
193,3.7,12,0.71,3.56,8.33
194,2.98,3,1.42,2.95,8.06
195,1.63,10,1.4,1.03,7.68
196,2.87,7,0.65,2.43,9.93
197,1.14,4,2.71,4.08,10.18
198,1.84,5,1.59,1.94,6.06
199,2.85,9,1.73,1.14,8.88
200,2.78,2,1.97,1.71,11.01
201,1.93,8,0.32,1.24,9.51
202,5.49,5,1.26,1.74,6.66
203,3.83,11,0.31,1.28,11.75
204,5.91,10,1.47,3.03,10.72
205,3.75,4,1.65,4.3,7.18
206,2.86,6,1.49,2.07,7.05
207,5.85,9,1.0,3.29,10.11
208,2.91,8,2.87,4.87,9.1
209,5.27,10,1.22,4.42,10.49
210,1.16,10,2.25,2.56,9.98
211,5.19,5,0.46,3.24,6.9
212,5.12,7,1.4,4.09,11.98
213,4.91,11,1.41,2.14,8.32
214,2.33,4,1.12,1.88,8.27
215,4.65,8,0.45,3.63,11.29
216,3.86,3,0.5,2.0,11.51
217,5.43,4,2.19,3.09,6.57
218,1.16,8,1.89,1.44,10.27
219,1.78,10,2.59,1.83,7.49
220,3.4,12,0.77,1.03,7.99
221,5.54,8,0.39,3.0,7.0
222,2.91,6,2.05,2.75,11.95
223,5.55,6,1.33,3.19,10.61
224,2.66,2,0.42,3.05,6.52
225,1.46,8,0.83,1.35,9.19
226,4.56,8,1.32,1.9,6.8
227,5.16,7,1.12,2.28,11.67
228,5.22,9,1.39,2.38,6.14
229,4.99,12,1.24,1.12,7.64
230,1.6,6,0.03,3.95,8.07
231,2.4,6,1.98,4.85,6.05
232,1.74,2,2.5,1.81,11.81
233,2.12,12,1.28,3.4,8.44
234,2.56,4,2.28,2.31,10.05
235,5.76,8,1.23,2.82,9.9
236,5.57,11,1.91,2.98,11.11
237,4.89,2,1.28,4.84,7.22
238,4.54,7,0.92,4.51,6.34
239,1.01,3,2.52,4.96,9.26
240,1.36,3,2.03,3.01,6.37
241,4.32,6,2.07,4.09,8.71
242,4.68,11,0.12,4.7,6.38
243,4.45,7,2.09,4.6,9.93
244,2.84,8,1.28,2.04,6.4
245,3.95,10,0.21,4.82,11.24
246,5.62,4,0.39,4.63,6.16
247,3.82,5,0.74,3.81,10.89
248,1.08,4,0.4,4.97,6.47
249,2.62,2,2.34,2.57,9.9
250,1.6,10,2.74,4.19,11.35
251,4.0,8,1.24,2.18,7.62
252,4.41,5,1.0,2.1,6.79
253,3.3,7,2.41,1.96,7.97
254,5.8,5,1.88,4.09,10.63
255,3.97,4,0.56,1.87,7.0
256,1.35,6,1.56,2.21,10.86
257,5.0,4,2.26,2.24,7.3
258,4.73,4,1.59,3.13,6.89
259,5.45,4,1.04,3.88,11.94
260,1.67,10,0.65,1.28,9.3
261,3.93,5,0.03,2.29,6.1
262,1.35,11,1.57,4.61,6.95
263,5.48,8,2.95,3.43,8.25
264,4.67,3,2.27,3.95,8.88
265,4.39,10,1.96,2.79,7.65
266,3.8,9,1.98,2.47,6.26
267,3.08,12,2.46,3.93,9.18
268,1.36,8,1.58,2.07,6.33
269,5.08,5,1.23,3.29,9.37
270,1.44,2,1.43,3.63,8.42
271,3.33,6,2.07,3.84,8.1
272,3.53,3,1.21,1.15,10.95
273,4.54,2,0.41,4.69,7.34
274,5.85,11,2.25,4.67,9.52
275,5.19,2,2.29,1.89,10.58
276,2.43,7,2.48,2.46,8.92
277,2.64,6,0.91,1.7,8.4
278,4.66,3,1.2,4.71,9.76
279,5.59,11,1.76,1.79,6.24
280,5.21,10,0.32,1.88,7.54
281,3.76,3,1.83,3.8,6.09
282,1.8,11,1.44,3.54,8.81
283,2.94,10,1.57,4.15,10.24
284,5.42,2,1.22,4.34,8.97
285,3.01,2,1.25,2.11,7.37
286,1.56,4,2.3,4.82,8.61
287,3.75,9,0.4,2.05,11.91
288,2.39,11,1.94,2.65,9.59
289,3.16,8,1.61,3.34,10.59
290,4.14,9,2.82,3.72,10.26
291,4.88,2,0.15,2.85,10.48
292,1.72,11,2.23,3.61,10.0
293,1.92,10,1.6,2.51,7.05
294,1.13,9,1.43,2.78,9.98
295,3.9,11,0.53,4.18,7.59
296,4.44,2,1.64,1.55,10.9
297,1.35,4,1.0,3.4,11.05
298,5.62,2,2.81,2.2,8.14
299,3.68,4,0.05,3.14,6.78
300,5.85,11,2.23,3.97,7.69
301,3.86,6,0.33,3.94,10.46
302,3.96,11,2.67,3.59,9.0
303,2.95,9,2.38,4.06,7.49
304,1.22,6,2.72,1.19,6.75
305,4.16,4,1.02,1.16,7.5
306,3.7,4,0.32,3.54,7.27
307,2.24,3,1.44,4.22,6.53
308,5.38,12,1.69,4.38,8.34
309,4.18,11,0.65,2.76,8.25
310,1.43,12,2.44,3.15,7.43
311,4.82,6,2.04,4.08,10.25
312,3.51,3,2.13,2.15,6.29
313,1.25,9,0.17,2.34,7.28
314,5.73,3,0.11,1.89,7.72
315,5.63,8,1.97,1.63,10.22
316,5.04,11,0.51,1.7,10.67
317,2.06,12,2.45,4.78,7.61
318,2.29,3,2.74,4.45,6.51
319,2.55,10,2.19,4.99,11.59
320,2.91,3,2.4,4.47,6.38
321,1.44,10,2.16,4.91,10.9
322,2.05,3,0.77,1.98,7.71
323,5.74,12,2.77,4.93,11.61
324,3.61,6,1.77,4.32,6.41
325,1.4,9,1.11,1.85,6.09
326,5.27,11,0.18,2.7,11.15
327,5.06,6,2.88,2.69,6.36
328,2.55,9,0.51,3.83,9.8
329,1.32,4,1.09,2.12,8.77
330,2.37,8,2.99,1.69,10.28
331,2.31,4,0.99,4.47,6.27
332,3.11,10,2.39,3.5,9.69
333,2.44,5,2.18,2.95,10.51
334,2.65,9,0.93,2.76,7.63
335,3.15,3,0.72,1.49,11.24
336,1.1,2,2.8,2.51,10.9
337,1.23,8,1.61,2.71,8.02
338,3.68,10,1.02,4.34,9.36
339,4.98,8,0.38,1.7,10.13
340,3.6,12,0.24,1.08,9.12
341,5.79,8,1.44,4.05,6.02
342,1.26,11,2.8,1.53,8.39
343,5.9,8,0.46,1.59,10.92
344,2.96,7,2.84,1.25,10.06
345,3.04,11,2.73,4.0,8.93
346,5.17,2,0.58,1.41,6.16
347,1.38,8,0.44,2.03,6.65
348,2.77,2,0.83,2.28,8.07
349,3.69,5,2.06,4.71,6.06
350,3.56,7,0.13,3.27,10.14
351,2.97,7,1.98,3.25,7.99
352,5.95,3,1.83,4.6,10.41
353,2.3,9,2.3,4.75,8.91
354,4.52,12,1.38,2.57,6.48
355,5.75,10,2.96,4.89,7.53
356,4.81,6,0.6,1.05,7.55
357,4.35,4,0.57,2.23,11.77
358,2.02,12,0.8,3.22,6.63
359,3.54,5,1.23,4.75,8.32
360,4.23,7,2.27,3.62,8.54
361,3.58,11,2.65,1.15,10.71
362,2.29,7,0.29,3.6,8.39
363,4.63,5,2.86,2.46,8.02
364,5.35,4,2.4,4.87,11.4
365,5.52,11,0.09,1.84,7.75
366,3.58,7,0.2,1.33,7.58
367,4.83,10,0.73,1.93,9.8
368,1.69,3,2.16,2.87,8.3
369,1.11,10,2.04,1.76,7.0
370,4.81,3,1.81,3.05,8.4
371,5.81,9,2.21,2.26,6.78
372,2.86,8,1.28,1.06,8.53
373,1.74,10,2.2,2.22,8.45
374,3.48,8,0.82,4.05,10.69
375,2.15,10,0.78,3.91,7.14
376,3.65,7,0.63,2.03,9.04
377,3.83,7,1.44,1.37,9.02
378,3.67,6,1.91,4.1,9.69
379,3.5,3,1.12,4.85,9.28
380,1.28,11,1.8,4.63,8.64
381,4.04,3,2.59,4.2,9.42
382,1.19,7,2.75,2.54,6.34
383,5.04,8,2.1,4.78,8.38
384,3.42,10,1.15,3.81,7.49
385,2.04,2,1.12,2.26,10.35
386,1.2,10,2.12,3.93,9.01
387,2.16,2,1.39,2.28,11.31
388,1.74,2,2.85,4.63,6.13
389,4.37,4,0.92,2.75,8.9
390,5.91,5,1.92,1.18,6.22
391,1.98,3,1.23,4.72,6.51
392,2.89,6,1.41,4.72,7.2
393,1.18,10,2.66,3.33,9.39
394,4.53,2,2.29,1.21,6.66
395,1.06,2,2.06,3.55,8.83
396,2.85,8,2.88,4.5,11.33
397,5.46,11,1.91,1.79,9.93
398,2.65,2,2.02,4.7,9.02
399,4.49,10,1.24,4.43,11.27
400,1.04,11,2.94,3.78,11.74
401,2.12,2,2.14,2.88,6.3
402,3.06,5,0.87,1.66,8.19
403,3.57,12,2.68,1.27,7.86
404,3.01,12,2.23,3.04,9.29
405,4.87,6,1.85,4.83,11.67
406,2.23,6,0.35,1.5,9.89
407,3.53,4,0.66,2.26,10.89
408,5.36,4,0.82,3.53,9.31
409,1.84,4,2.42,1.86,6.57
410,2.41,4,0.06,4.35,11.93
411,1.53,7,1.55,1.95,8.15
412,2.06,5,1.37,3.7,8.61
413,1.4,12,2.2,3.18,8.9
414,5.05,4,1.34,2.76,9.52
415,3.35,3,1.9,1.18,7.12
416,3.98,8,2.37,4.69,11.9
417,2.83,10,1.7,4.87,10.29
418,5.69,10,1.46,1.41,8.03
419,2.35,6,0.95,4.11,7.82
420,2.53,8,1.37,1.27,6.55
421,1.8,9,1.36,1.64,11.01
422,3.67,10,2.19,3.98,11.43
423,2.79,7,2.13,2.88,10.44
424,2.45,12,2.08,4.53,6.97
425,2.28,3,1.39,1.49,7.15
426,1.59,8,0.77,2.4,10.1
427,4.78,5,2.95,1.22,9.03
428,4.77,3,0.95,4.98,7.07
429,4.7,2,1.27,4.41,9.93
430,4.96,12,2.79,4.09,10.11
431,4.67,6,1.32,2.02,11.01
432,3.56,8,1.26,4.7,11.43
433,4.2,6,0.54,3.59,7.16
434,4.98,5,2.08,4.4,6.05
435,2.83,4,2.27,2.14,8.96
436,2.69,8,2.57,3.93,11.28
437,1.03,8,1.61,1.34,11.71
438,4.13,7,1.01,1.31,11.3
439,2.05,4,0.57,3.59,6.16
440,1.85,2,1.79,4.49,11.95
441,3.36,6,2.91,3.81,6.12
442,1.28,11,0.99,3.14,6.37
443,2.91,7,2.64,4.19,6.19
444,4.92,4,2.12,3.03,6.8
445,1.33,11,0.29,4.53,10.1
446,3.23,7,2.11,4.47,8.69
447,5.63,12,0.66,3.62,8.9
448,4.08,2,1.36,4.79,9.63
449,5.86,2,0.05,2.79,6.15
450,2.89,2,0.99,1.81,9.29
451,2.08,2,2.55,1.72,7.95
452,4.01,2,1.94,3.01,8.43
453,5.42,2,0.28,4.49,6.25
454,4.89,10,1.86,2.71,10.94
455,1.25,8,0.61,1.54,6.52
456,4.72,11,1.41,2.72,11.58
457,4.26,3,2.83,2.63,11.42
458,1.59,5,1.79,4.31,10.98
459,4.54,8,0.83,1.7,11.42
460,2.19,10,0.46,2.24,11.97
461,4.96,7,2.89,2.43,9.51
462,5.71,11,0.97,1.34,11.25
463,3.69,12,2.46,4.26,6.45
464,5.22,5,1.15,3.43,9.45
465,3.79,10,2.47,3.12,10.41
466,1.56,2,0.34,2.06,6.77
467,5.55,11,1.89,3.49,7.02
468,2.39,12,1.86,4.97,7.07
469,5.61,7,2.42,1.97,7.0
470,1.41,7,1.81,1.52,10.85
471,5.31,9,2.3,2.21,7.94
472,2.18,9,2.25,1.8,8.19
473,4.13,9,2.65,1.22,8.78
474,5.5,6,2.83,3.46,11.25
475,4.15,9,0.49,1.7,11.69
476,2.96,12,1.54,4.12,9.92
477,5.75,11,1.94,4.9,10.43
478,2.24,9,2.78,3.05,8.51
479,1.24,8,1.32,1.73,10.97
480,1.91,7,0.46,3.74,9.56
481,2.3,9,2.61,4.95,10.96
482,2.65,5,0.52,4.1,6.78
483,4.84,2,0.78,4.24,8.07
484,5.64,9,0.06,4.7,8.8
485,1.07,3,2.11,4.76,10.58
486,5.75,6,0.59,1.46,9.11
487,1.08,2,2.93,1.08,6.22
488,2.02,3,0.78,4.86,6.19
489,4.43,10,1.65,4.0,11.67
490,3.94,10,2.04,2.13,6.53
491,2.32,3,1.47,3.65,6.89
492,3.98,12,2.79,1.41,6.12
493,5.7,4,2.46,4.04,7.11
494,4.04,5,2.1,4.47,10.0
495,3.27,7,2.34,4.31,11.46
496,5.66,8,0.11,3.65,6.58
497,3.36,8,0.76,3.41,11.49
498,4.12,10,1.81,2.85,9.84
499,1.32,11,0.47,3.92,9.14
500,5.38,5,0.35,3.25,9.53
501,4.67,3,2.91,3.75,8.03
502,2.38,11,1.85,3.63,10.37
503,5.83,6,0.48,2.6,11.47
504,4.49,2,1.21,2.44,11.13
505,5.16,11,2.45,2.56,9.58
506,3.59,12,2.71,2.07,8.91
507,2.26,2,1.61,3.21,11.32
508,2.05,6,1.66,4.99,10.99
509,5.62,5,0.48,4.59,7.5
510,5.67,7,1.96,1.62,11.16
511,1.8,8,0.59,3.48,6.15
512,5.46,5,0.04,2.43,10.39
513,5.15,11,2.21,3.91,10.51
514,3.56,6,2.42,4.69,7.25
515,3.74,8,1.12,2.77,9.47
516,4.05,3,0.93,4.81,10.39
517,3.62,5,1.69,2.3,8.35
518,5.0,12,1.35,2.16,9.55
519,2.18,2,0.95,3.91,6.27
520,3.96,8,0.3,3.06,7.82
521,2.05,10,2.06,2.15,10.1
522,1.22,9,2.35,1.98,10.57
523,2.01,4,0.57,3.99,6.31
524,1.8,11,1.94,1.51,7.17
525,2.53,5,0.0,3.3,7.23
526,2.43,10,0.19,4.1,6.84
527,2.39,7,2.55,1.23,7.83
528,5.19,10,2.23,1.82,9.79
529,1.98,12,1.47,4.77,6.18
530,1.87,5,2.06,1.23,7.95
531,1.59,7,2.27,1.49,9.81
532,2.25,11,0.92,3.75,10.93
533,2.13,8,2.49,1.46,11.45
534,3.2,3,1.92,3.34,8.78
535,5.36,2,2.97,1.14,11.76
536,2.53,9,1.86,2.89,10.98
537,1.08,5,2.89,2.11,9.6
538,4.01,12,0.79,4.63,9.56
539,1.58,4,1.49,1.5,9.5
540,3.4,7,1.23,3.23,9.0
541,4.48,10,0.66,2.53,10.83
542,5.15,3,0.73,4.09,10.68
543,3.62,5,1.44,1.62,6.25
544,3.0,2,2.57,4.23,11.26
545,3.62,6,0.74,4.11,6.29
546,5.73,11,1.18,3.25,10.85
547,5.02,10,1.64,3.54,7.48
548,4.86,12,2.83,1.08,9.66
549,2.01,8,0.65,4.63,8.4
550,5.01,2,2.22,3.49,10.88
551,4.63,3,2.23,1.9,6.68
552,1.12,9,0.91,2.89,7.86
553,5.07,8,2.28,4.84,9.89
554,2.17,2,1.57,4.18,9.98
555,5.79,8,1.99,3.05,8.15
556,5.13,10,2.19,2.96,8.07
557,1.58,7,1.88,2.67,11.69
558,3.45,4,0.49,1.65,10.68
559,5.11,8,2.17,4.02,9.47
560,2.51,7,1.87,1.36,8.47
561,4.69,12,2.35,2.54,9.24
562,5.25,3,1.22,1.88,9.4
563,2.41,12,2.87,4.69,9.49
564,4.75,6,0.18,4.05,6.85
565,1.43,4,2.93,1.29,8.65
566,5.57,10,2.59,2.26,10.09
567,1.19,7,2.47,4.66,7.52
568,2.34,9,1.99,1.9,7.84
569,4.05,8,2.39,1.72,8.2
570,3.08,10,1.51,1.8,10.25
571,4.96,7,2.75,4.59,8.87
572,3.3,5,2.57,2.85,6.53
573,5.86,6,2.84,3.52,6.09
574,3.3,2,2.53,3.31,11.39
575,2.88,7,2.86,4.5,8.62
576,1.39,6,0.36,2.9,7.76
577,3.83,12,1.57,3.04,6.83
578,1.64,8,1.9,3.01,8.18
579,3.47,7,1.72,1.44,6.38
580,2.75,2,0.08,1.16,9.36
581,4.44,7,2.1,4.84,6.08
582,4.54,11,1.88,1.26,6.38
583,1.3,9,2.64,4.81,8.77
584,1.1,6,0.23,2.55,8.29
585,3.94,3,1.86,3.77,11.74
586,5.57,11,2.44,2.79,8.08
587,2.29,12,1.85,3.74,11.48
588,4.51,9,1.28,3.67,9.3
589,1.26,10,2.81,2.81,6.52
590,3.48,7,2.82,4.61,10.93
591,1.73,10,2.89,2.88,6.11
592,5.3,7,0.86,4.75,9.11
593,1.75,6,2.02,3.93,7.78
594,3.04,7,1.61,3.33,8.7
595,1.31,9,1.99,2.07,8.85
596,1.98,2,2.48,3.65,10.49
597,4.93,7,0.73,1.3,11.41
598,5.93,6,1.0,1.12,7.82
599,2.6,4,1.08,3.69,10.71
600,2.02,7,1.44,2.91,10.9
601,2.46,2,1.94,4.14,7.83
602,3.33,6,2.81,3.39,9.7
603,5.75,5,1.82,3.13,7.9
604,5.59,3,2.57,3.48,10.59
605,5.48,11,0.7,2.76,7.63
606,5.86,7,0.42,2.71,7.05
607,5.83,2,2.58,1.3,10.18
608,2.79,4,1.31,2.92,6.02
609,3.87,7,2.44,1.1,6.26
610,3.41,11,2.32,3.56,7.47
611,2.7,6,2.53,4.13,8.12
612,5.56,11,0.13,1.05,8.27
613,3.69,3,0.69,1.44,11.28
614,3.01,2,0.45,1.41,8.6
615,3.14,11,1.11,1.4,11.81
616,4.09,11,0.1,3.37,9.08
617,3.8,11,1.55,3.54,11.3
618,1.69,11,0.59,1.29,8.64
619,5.86,12,0.1,3.34,7.67
620,2.14,2,2.46,2.54,11.58
621,5.06,4,0.71,1.07,6.03
622,5.79,5,1.29,3.93,6.38
623,2.97,2,1.29,1.78,6.82
624,3.97,12,0.93,4.33,6.88
625,1.36,5,2.52,3.03,6.69
626,3.65,3,2.92,3.01,11.55
627,5.55,8,1.33,4.58,6.27
628,4.98,2,0.49,4.1,9.07
629,4.54,7,0.35,3.8,9.94
630,3.18,12,2.16,1.68,9.59
631,2.2,6,2.3,2.93,9.61
632,1.75,3,2.54,1.92,6.95
633,5.46,3,0.9,3.13,8.89
634,5.85,8,1.0,4.82,8.94
635,4.02,2,1.97,3.46,8.8
636,4.44,8,1.36,1.73,7.17
637,3.12,9,2.07,4.7,11.06
638,5.54,2,2.85,1.28,7.73
639,5.62,4,2.1,2.22,9.25
640,4.42,2,0.92,1.15,8.96
641,3.09,5,0.12,1.21,10.54
642,1.46,9,1.37,2.55,8.82
643,4.93,4,2.31,3.03,6.17
644,1.36,6,1.09,2.22,11.41
645,1.4,4,0.88,3.38,8.39
646,4.94,7,1.11,1.11,9.29
647,5.36,5,1.38,3.99,9.09
648,2.08,2,0.72,2.81,6.39
649,4.47,8,0.59,3.12,7.72
650,3.67,5,0.92,2.53,8.59
651,2.75,7,2.14,2.59,6.77
652,5.43,2,2.13,2.53,6.62
653,1.22,2,2.77,4.11,6.7
654,5.56,12,0.85,4.39,11.21
655,1.02,3,0.15,2.24,10.41
656,3.46,9,1.96,4.44,6.38
657,3.04,12,2.76,4.81,10.64
658,2.05,5,0.43,4.26,10.42
659,3.89,11,2.56,3.53,6.28
660,1.6,6,1.96,2.7,10.56
661,5.08,9,2.94,1.31,8.99
662,1.7,10,0.0,1.76,9.62
663,2.91,6,0.53,4.36,6.76
664,5.45,6,2.26,3.35,9.74
665,2.51,12,2.43,2.96,11.83
666,2.45,12,2.46,4.25,7.29
667,5.86,7,2.95,4.16,10.93
668,1.07,6,0.58,2.52,10.58
669,4.89,12,0.69,1.72,11.47
670,5.82,3,2.78,2.12,10.51
671,2.85,9,0.46,4.61,9.13
672,4.15,10,2.13,1.73,9.89
673,1.15,10,2.18,2.15,8.05
674,5.17,7,2.11,3.1,7.62
675,5.14,3,1.46,3.47,9.43
676,2.83,11,2.55,3.76,10.07
677,3.54,5,1.55,1.16,9.95
678,5.82,11,1.4,1.19,7.09
679,2.2,7,0.32,1.72,11.1
680,4.13,3,1.14,1.25,8.27
681,2.43,4,0.8,2.18,11.15
682,2.16,5,1.69,4.3,9.55
683,5.73,4,0.75,2.3,6.88
684,5.65,11,1.74,2.25,11.85
685,1.57,10,2.13,3.91,8.07
686,5.29,7,1.16,3.66,10.27
687,4.62,9,1.63,2.14,10.32
688,1.38,2,2.5,1.14,11.61
689,4.31,3,1.0,2.66,9.56
690,5.84,8,2.78,1.3,9.63
691,1.39,12,1.63,4.96,6.68
692,1.13,5,1.84,1.91,6.55
693,3.51,6,0.89,2.84,6.85
694,4.36,10,2.6,3.62,9.85
695,1.44,6,0.95,2.95,10.12
